zip,res,bus,oth,tot
1082,9727.946718344001,703.486899434,584.195059336,11015.628677114
1083,0.0,0.0,2957.7193448,2957.7193448
1084,90.74687526,0.0,3.7809486,94.52782386
1085,33249.47324692,2717.820165488,1892.777029896,37860.07044230401
1088,616.32241254,100.19566495,39.6999603,756.21803779
1089,24627.500422,3294.3849533039997,1854.84563082,29776.731006124002
1090,1557.1167452,411.559772,1.896561264,1970.573078464
1092,0.0,0.0,945.1697008,945.1697008
1093,0.0,0.0,265.8706138,265.8706138
1094,0.0,1.909386864,9.54718198,11.456568844
1095,12409.513378,1018.4702288,174.48448044,13602.46808724
1096,2059.42511394,31.985784293000002,45.371470540000004,2136.7823687729997
1097,0.0,0.0,102.41475516000001,102.41475516000001
1098,990.65361879,13.233391605,18.904743000000003,1022.791753395
1101,5695.502782,825.019416,1.896561264,6522.418759264
1103,3349.39578,2615.404057872,345.1762356,6309.976073472
1104,18488.149352,1722.1097456,843.9732383999999,21054.232336
1105,11059.125898,1376.9285784,2114.67574056,14550.73021696
1106,11759.000244,512.0812688,113.79417240000001,12384.8756852
1107,9515.279508,618.2914208000001,978.6303791999999,11112.201308
1108,20599.086012,1014.6777920000001,2302.436174676,23916.199978676
1109,21232.56832,1118.9917256,1270.7020056000001,23622.2620512
1111,0.0,1.8965837600000002,0.0,1.8965837600000002
1115,0.0,130.86501016,1.896561264,132.761571424
1116,825.0247468,252.24710152,3.793147356,1081.064995676
1118,11404.332286,295.86852799999997,92.93194884,11793.13276284
1119,10065.29869,347.0773856,49.3108908,10461.686966399999
1128,2105.2355608000003,98.62308624,15.172564595999999,2219.031211636
1129,5871.890604,548.1167256,113.79417240000001,6533.801502
1138,2251.2779133999998,248.453934,3.793147356,2503.524994756
1139,1928.851765,237.07443144,3.793147356,2169.719343796
1144,0.0,312.9381472,11.37941724,324.31756444
1151,8690.270866,980.5385536,432.41686200000004,10103.2262816
1152,0.0,3.793204056,22.75883448,26.552038536
1199,0.0,9.482955336,0.0,9.482955336
1201,32333.770517972,3127.2778999,2028.3385242020001,37489.386942074
1202,4318.2213186,773.472644564,2.782352649,5094.476315813
1220,6207.4418539,481.333954,436.83066119999995,7125.606469099999
1222,383.96519854,6.9556848040000006,36.17061765,427.091500994
1223,2027.95868032,40.342965760000006,1.39118186,2069.69282794
1224,150.2477907,0.0,4.173534509,154.421325209
1225,2051.9915584,54.254396400000005,242.0652008,2348.3111556000003
1226,4069.1929158999997,225.3647288,153.0300046,4447.5876493
1227,452.13312025000005,104.33522119999999,2.782352649,559.250694099
1229,0.0,1.391132892,80.68832646,82.079459352
1230,7170.133933242,1409.2226445640001,573.1655978,9152.522175606
1235,1466.020301569,68.66508711499999,204.503512,1739.188900684
1236,489.69455129000005,5.564551912000001,642.7246908,1137.983794002
1237,2924.257427,360.3044464,524.4742327,3809.0361061
1238,4220.8356211,474.3783404,340.8384486,5036.052410099999
1240,4300.1287609,457.684054,450.7413727,5208.554187600001
1242,0.0,0.0,353.3597496,353.3597496
1243,0.0,3.7809690299999996,22.685691600000002,26.46666063
1244,0.0,1.391132892,134.944419,136.335551892
1245,193.37338069,1.391132892,301.88624219999997,496.650755782
1247,12970.274324086999,1366.097372332,883.398466178,15219.770162596998
1252,0.0,0.0,1.39118186,1.39118186
1253,45.908909389,4.173408848,740.107066728,790.1893849649999
1254,734.5423435700001,11.12908348,1.39118186,747.06260891
1255,667.76520328,11.12908348,36.17061765,715.06490441
1256,517.5184458499999,9.73796076,4.173534509,531.4299411189999
1257,2747.5785897,230.9288128,66.77661857,3045.28402107
1258,1299.3576904,86.25042239999999,66.77661857,1452.3847313699998
1259,308.84130319,20.86704424,83.47069017999999,413.17903761
1260,0.0,0.0,122.4242251,122.4242251
1262,0.0,0.0,1424.566980837,1424.566980837
1263,0.0,1.391132892,0.0,1.391132892
1264,0.0,0.0,179.46201710000003,179.46201710000003
1266,1464.9082098,122.42002000000001,134.944419,1722.2726487999998
1267,9127.522080271001,690.004376056,225.3712399,10042.897696227
1270,584.29455287,18.0847988,5.564716369,607.9440680390001
1301,15260.067790272,1804.109615058,1447.5185193700001,18511.6959247
1302,1586.8383408,451.896434136,3.475435084,2042.21021002
1330,1192.8481362989999,34.76126655,81.67289459999999,1309.282297449
1331,12029.677847819998,788.411614143,580.4657709,13398.555232862998
1337,1941.3989694000002,88.6411134,163.34532940000003,2193.3854122000002
1338,92.11667472,1.7380607430000001,29.541184419999997,123.395919883
1339,1419.618785931,24.33286074,19.11489756,1463.066544231
1340,1477.3430105999998,29.54708949,13.90173114,1520.7918312299998
1341,1025.4471498,5.21417706,102.5252844,1133.18661126
1342,743.883408,48.6656181,436.167043268,1228.716069368
1343,124.508175534,5.564551912000001,2.782352649,132.855080095
1344,1258.3463004,57.3562578,29.541184419999997,1345.2437426200001
1346,102.54471498000001,0.0,172.03417,274.57888498
1347,0.0,0.0,163.34532940000003,163.34532940000003
1349,728.244675,48.6656181,38.2296112,815.1399043
1350,62.5700565,12.16643037,3.475435084,78.21192195399999
1351,1845.8060796,43.4516478,34.75435084,1924.01207824
1354,1188.8280486,106.0218759,36.49202700000001,1331.3419515
1355,731.7172602,38.23736736,3.475435084,773.430062644
1360,2490.6240126000002,137.3072484,88.6236912,2716.5549522
1364,6359.49588477,638.211849498,359.707485214,7357.415219482001
1366,1040.64468144,38.187974412,1.909436396,1080.742092248
1367,529.775231307,27.462069882,6.95088856,564.188189749
1368,1006.2743389799999,22.912760933999998,11.456618376,1040.64371829
1370,3681.1883538,436.25386677299997,199.8373564,4317.279576973
1373,3755.9215332,479.705447376,86.88564720000001,4322.512627776
1375,3316.19787,128.6166087,158.132117,3602.9465957
1376,5158.52864199,484.919634774,524.790628714,6168.238905478001
1378,686.531304,13.90450662,5.21316642,705.64897704
1379,650.0328605999999,1.7380607430000001,22.59034184,674.3612631829999
1380,118.18707786,0.0,6.95088856,125.13796642
1420,35586.2963088,3312.8051796,3795.9616596,42695.063148
1430,5497.2831288,147.02361849,53.464219088,5697.770966378001
1431,2303.526527258,81.921967792,29.2581988,2414.70669385
1432,8779.45612005,1016.22295216,708.0448799999999,10503.723952209999
1434,559.736028593,568.8191750919999,96.211768272,1224.766971957
1436,2314.241559,97.37944146,97.38151924,2509.0025197000004
1438,17.18517123,0.0,1.909436396,19.094607626000002
1440,18431.826716400003,1508.4262935,2300.8721724,22241.125182300002
1441,0.0,0.0,1.909436396,1.909436396
1450,9901.016605480001,663.17830496,228.213636,10792.408546440001
1451,5483.327440163001,542.2675293,87.83433726,6113.429306723001
1452,3450.3641083800003,141.29569503,47.7359099,3639.3957133100002
1453,37342.979229000004,4433.622975558001,3662.3024271,45438.904631658006
1460,9196.870545939999,1182.0140000000001,241.867264,10620.75180994
1462,10212.019517208,609.0972552,141.29803026000002,10962.414802668001
1463,11564.8195432,665.1288044800001,329.64221000000003,12559.59055768
1464,5014.137961824,284.777164,124.83516800000001,5423.7502938239995
1467,0.0,0.0,1.909436396,1.909436396
1468,3897.1715187,106.92637578,13.366054772,4017.463949252
1469,5301.614743810001,216.50826944,109.230772,5627.35378525
1472,0.0,0.0,1.9505058,1.9505058
1473,7527.041623800001,502.17443640000005,120.29462447,8149.51068467
1474,1581.9052580100001,39.010413807999996,23.4065066,1644.3221784180002
1475,8638.285988399999,454.43680065,330.33262803,9423.05541708
1501,14563.3499622,1869.2996994,496.45346295999997,16929.10312456
1503,4007.91570552,315.13319206,80.19619711,4403.24509469
1504,7256.020579584001,282.59079722999996,469.72161646,8008.332993274002
1505,5527.8439332,339.87299598,93.56212036,5961.27904954
1506,2713.32059784,49.644354879,45.826473504,2808.791426223
1507,10824.6510018,612.9150804000001,330.33262803,11767.898710230002
1508,635.84429385,0.0,1.909436396,637.753730246
1509,84.015453792,0.0,1.909436396,85.924890188
1510,13297.3299108,1013.8934357999999,1300.3251335,15611.5484801
1515,1550.4679071,59.19111134999999,9.54718198,1619.20620043
1516,6058.6442640000005,135.56717874,78.28715528000001,6272.49859802
1518,3885.71473788,244.40305995000003,105.01900178,4235.13679961
1519,5287.24449432,116.4733101,168.03053437,5571.74833879
1520,12760.825835399999,926.0597429999999,336.06106874,14022.94664714
1521,2526.2834782,36.035456800000006,30.345029880000002,2592.6639648799996
1522,2570.10731676,32.459754537,85.92463782,2688.491709117
1523,5298.70127514,269.22544488,175.66801691,5743.59473693
1524,5037.1106478,246.31256538,150.84521224,5434.26842542
1525,1202.94790278,40.097361275999994,3.818872792,1246.864136848
1526,0.0,0.0,1.909436396,1.909436396
1527,12396.0678474,1031.0736491999999,658.7542414,14085.895738
1529,2052.65093166,22.912760933999998,30.550982336,2106.1146749299996
1531,729.4103511000001,26.731593945,11.456618376,767.5985634210001
1532,12793.985351173998,1749.05015102,475.45005717,15018.485559363997
1534,5913.5156514,192.84937749,131.75084828,6238.11587717
1535,4021.28781786,181.39293773999998,358.97417397,4561.654929570001
1536,5945.977704,406.70212905,368.52135595,6721.201188999999
1537,3089.47903338,290.22881895,221.49488498,3601.20273731
1538,861.1598097,76.37606739,3.818872792,941.354749882
1540,9787.7665668,859.2300171,376.15883849,11023.155422390002
1541,2711.40526632,30.550367672999997,15.275491168,2757.231125161
1542,2270.32976724,152.75213478,32.460418732,2455.542320752
1543,6410.023098,133.65767331,76.37745584,6620.05822715
1545,32172.217874399998,2230.1790336,1243.0407264,35645.4376344
1546,0.0,1.909386864,1.909436396,3.8188232600000003
1550,16598.8122018,1510.3352061,2619.7472614000003,20728.8946693
1560,3734.86829736,143.20460763,364.70261468,4242.77551967
1561,0.0,0.0,1.909436396,1.909436396
1562,10377.7872582,609.0972552,1063.5592291,12050.4437425
1564,5984.2139178,353.23894116,51.554782691999996,6389.007641652
1566,7076.3753838,845.8617006,204.30956285,8126.546647249999
1568,7660.6923306,418.15797597,169.9395762,8248.78988277
1569,12571.7572644,859.2300171,515.5465117,13946.5337932
1570,15705.1551312,1088.3588121,2329.5110879,19123.0250312
1571,8827.3545594,353.23894116,836.3352457999999,10016.928746360001
1581,18038.4795888,2957.6585115,962.3530501,21958.491150399997
1583,5783.6674410000005,794.3092038,364.70261468,6942.679259480001
1585,3566.8402064399997,91.65092517,51.554782691999996,3710.045914302
1586,15.275473038000001,1.909386864,3.818872792,21.003732694
1588,8285.0763228,653.0141016,248.22673147999998,9186.317155879999
1590,8201.069319,654.9230142,156.57365295000002,9012.56598615
1601,2337.15512064,189.03036663,3.818872792,2530.004360062
1602,19625.2472532,998.6162067,1518.0006196,22141.8640795
1603,16514.7347814,1684.0877508,3278.5015028,21477.324034999998
1604,31240.3950066,2619.6920568,6297.322220423,40157.409283823
1605,21985.3300188,1922.7670371000002,3927.7138231,27835.810878999997
1606,17979.3296448,1506.5173809,1634.4765028,21120.3235285
1607,8720.391743999999,437.25243744,1409.1661646,10566.810346039998
1608,5176.5003075,2316.0978855,681.6719499000001,8174.2701429
1609,15749.0950896,1594.3451453999999,3352.9692592,20696.409494199997
1610,15806.343785399999,1453.0500432000001,6062.461543715,23321.855372314996
1611,1735.68469008,80.19448542,105.01900178,1920.8981772800003
1612,3267.0556152599997,105.01687034999999,32.460418732,3404.5329043419997
1613,2877.5321090400003,790.4913786,3.818872792,3671.842360432
1614,0.0,17.184600342000003,3.818872792,21.003473134000004
1653,0.0,1.909386864,0.0,1.909386864
1655,0.0,1.909386864,1.909436396,3.8188232600000003
1701,27729.0823733,3113.036752,1072.80004,31914.9191653
1702,31992.9812972,3267.1290368,3019.44276,38279.553093999995
1703,1055.2497389280002,421.31354176,3.9010990000000003,1480.4643796880002
1704,1133.272778792,185.30027712,3.9010990000000003,1322.474154912
1718,550.056631509,0.0,0.0,550.056631509
1719,4638.42442833,331.58915248,323.79078,5293.804360810001
1720,19727.9372829,2724.8845248,990.88002,23443.7018277
1721,15598.5322724,1088.39284576,464.22947,17151.15458816
1730,12077.8019747,1597.4760431999998,354.998698,14030.2767159
1731,1441.4599199,105.32824430400001,3.9010990000000003,1550.6892632039999
1740,3757.781859,154.66104738,55.373655484000004,3967.8165618640005
1741,4728.15147651,288.67816303999996,42.912001599999996,5059.74164115
1742,16402.1817344,2947.2442928,709.9939,20059.419927200004
1745,345.608897796,38.187974412,22.913236752,406.71010896
1746,12516.665368283999,1338.0539616,495.438262,14350.157591883999
1747,4662.86050212,500.2595955,152.75491168,5315.8750093
1748,15040.649029191998,1380.9734192,310.136278,16731.758726392
1749,18311.371060456,1881.849256006,1000.545952792,21193.766269254
1752,37327.7224166,4800.2329504,3081.8638399999995,45209.819207
1754,9727.41727496,848.4771707199999,766.5679200000001,11342.46236568
1756,5310.271980316,526.9962285,61.101964672,5898.370173488
1757,24205.9879164,2709.4346622,1974.3556552,28889.778233800003
1760,31056.553824603998,3836.6833648,2272.38252,37165.619709403996
1770,3212.56801173,140.43737679999998,44.8625074,3397.86789593
1772,7853.591360824999,937.5132186000001,231.04206696,9022.146646385
1773,5763.8926937900005,351.09414768,107.280004,6222.266845470001
1775,6785.97739358,579.30541424,120.933632,7486.21643982
1776,14718.9365554,1503.8605344,304.284848,16527.0819378
1778,10850.924746199998,596.8599099200001,185.30198399999998,11633.086640119998
1784,0.0,0.0,1.9505058,1.9505058
1801,35369.4137104,7023.830630400001,2149.4981199999997,44542.74246079999
1803,21877.492467599997,4488.1530272,963.56752,27329.213014799996
1805,0.0,1.95049952,0.0,1.95049952
1810,29861.693962625,3056.014001496,1252.375975,34170.083939121
1812,0.0,1.969102224,0.0,1.969102224
1821,23274.075054999998,2009.0427328,557.855846,25840.973633799997
1822,512.99623991,89.724107008,3.9010990000000003,606.6214459180001
1824,21487.266801,2713.1843504,770.4659599999999,24970.917111400002
1826,25759.263713988,1802.2784927999999,1246.39392,28807.936126787998
1827,2309.4565724999998,19.505277472,9.7527038,2338.714553772
1830,22308.1974738,1756.455218,1843.1152059999997,25907.767897799997
1831,2865.0710277000003,417.45277488,3.93826154,3286.4620641200004
1832,20124.4066632,1069.2284558,1585.1605260000001,22778.795645
1833,6921.460597800001,624.2085083999999,254.01932019999998,7799.688426400001
1834,5125.6196124,248.10907845999998,129.9634313,5503.69212216
1835,11739.9137982,718.726191,732.519248,13191.1592372
1840,6149.5527576,1973.0525834,892.019891,9014.625232
1841,29235.5443002,1402.0090592000001,3757.12362242,34394.67698182
1842,2490.93692526,291.42919808,3.93826154,2786.30438488
1843,18269.5004184,1738.7335566000002,1831.303123,21839.537098
1844,39352.8887388,2804.0245837999996,1427.626062,43584.5393846
1845,24426.9691386,2719.3537054000003,1220.8670809999999,28367.189925000002
1850,11597.959727200001,376.45064144,1027.9376200000002,13002.347988640002
1851,22499.6994222,1882.260264,2046.1214000000002,26428.0810862
1852,30171.237765899998,3056.4694432,2465.48408,35693.1912891
1853,4843.23076545,846.5266712,3.9010990000000003,5693.65853565
1854,20400.8211022,1295.1486176,2358.20932,24054.1790398
1860,5623.7839938,261.89266472,194.94489679999998,6080.621555319999
1862,8442.00619647,1189.8188208,232.115172,9863.940189269999
1863,8888.68064315,1004.51995504,269.175394,10162.37599219
1864,12292.384666099999,1501.898744,421.317818,14215.601228099998
1865,1275.663721871,89.724107008,3.9010990000000003,1369.2889278789999
1866,0.0,0.0,1.9505058,1.9505058
1867,20293.5297565,1796.4354624,645.629918,22735.5951369
1876,25917.153991274,2436.2049504,450.57584199999997,28803.934783673998
1879,9272.941076629999,959.65705472,362.800896,10595.39902735
1880,23570.690879974005,2945.296616,1603.34426,28119.331755974006
1885,0.0,0.0,1.96913077,1.96913077
1886,21179.0630898,2020.7429072,390.109026,23589.915023
1887,17414.614355600002,2502.5247568,460.328808,20377.467920400002
1888,928.4636799900001,497.38302303999996,3.9010990000000003,1429.74780203
1889,0.0,1.95049952,1.9505058,3.90100532
1890,17359.933052,1650.1479984,417.416282,19427.4973324
1899,0.0,1.969102224,0.0,1.969102224
1901,3241.17397212,1480.7770274,265.834405,4987.78540452
1902,34144.523637,1116.4905298,5302.90038233,40563.91454913
1903,2376.73055886,269.768815,3.93826154,2650.4376354
1904,14792.024814,905.7960746,819.161202,16516.982090600002
1905,19962.9751524,1258.263821,2699.6938450000002,23920.9328184
1906,23016.622304294,2169.9692711999996,901.865795,26088.457370494
1907,13128.1165386,795.5222122,519.851724,14443.490474799999
1908,3341.59844466,86.64088578,191.0070355,3619.24636594
1910,0.0,1.969102224,0.0,1.969102224
1913,17032.9188078,1524.0952074,825.069745,19382.083760200003
1915,37167.135852,4615.611108102,3701.98766068,45484.734620782
1921,6127.9022616,224.47933454000002,45.29025786,6397.671854
1922,3802.37512578,252.0471536,39.38286555,4093.80514493
1923,23966.151862799998,3806.3038226,1663.927758,29436.3834434
1929,2969.4331842,289.46048378,106.333762,3365.22742998
1930,29714.0202618,2912.3264992000004,3026.569853,35652.916614
1931,1884.44564028,476.52648814,1.96913077,2362.94125919
1936,903.82701864,98.45575774000001,3.93826154,1006.22103792
1937,0.0,0.0,1.96913077,1.96913077
1938,14352.925692,1494.5612601999999,974.7244840000001,16822.2114362
1940,11105.824896600001,1112.5531012,212.667524,12431.0455218
1944,4975.96732458,350.50291134,336.72341289999997,5663.19364882
1945,19500.1958004,2142.4008056000002,1236.621528,22879.218134
1949,7846.951644000001,1331.1224136,311.12456280000004,9489.1986204
1950,19167.387082200003,3008.8096634,1439.443148,23615.6398936
1951,3757.08499446,163.43690698,61.0436042,3981.56550564
1952,10597.7824764,949.1142546,679.352367,12226.249097999998
1960,45386.258845662,4830.244931522,3418.43112878,53634.934905964
1961,1884.44564028,450.92802992,3.93826154,2339.3119317399996
1965,760.08125676,86.64088578,11.81483465,858.5369771899999
1966,10507.25634,868.3808048000001,409.580601,11785.217745799999
1969,5702.6053308,750.2320851999999,179.19195069999998,6632.0293667000005
1970,39191.3895702,4233.602367216001,5084.3255660800005,48509.317503496
1971,1268.11691118,118.14677998,1.96913077,1388.23282193
1982,6348.4666896,324.90445312,145.7163774,6819.08752012
1983,4651.0610374200005,657.6863496,173.28440830000002,5482.03179532
1984,2922.1742108999997,171.31305726,39.38286555,3132.8701337099997
1985,4521.10393518,244.17035678,59.0744234,4824.34871536
2018,616.34600816,232.58413975000002,3.8762627960000002,852.806410706
